Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-March-2024,461.20,463.40,449.35,455.30,454.101885558349372463,186523,6664,84700446.00,80321,43.06,14.05,-5.90
19-March-2024,464.80,471.30,460.25,461.15,464.256607953916029688,45135,1261,20954222.00,25873,57.32,11.05,-3.65
18-March-2024,476.65,476.65,463.25,465.95,466.046028958616348033,150905,5366,70328676.00,68255,45.23,13.40,-10.70
15-March-2024,463.00,477.70,459.55,475.95,473.080800221186507623,506360,15139,239549194.00,317446,62.69,18.15,12.95
14-March-2024,450.05,463.90,448.00,462.15,455.033646187926382419,215329,6038,97981940.00,116139,53.94,15.90,12.10
13-March-2024,470.60,476.40,450.25,452.20,459.874793407400606004,87128,3160,40067971.00,35643,40.91,26.15,-18.40
12-March-2024,479.60,479.60,472.35,473.70,475.494937566547284870,51655,1735,24561691.00,30803,59.63,7.25,-5.90
11-March-2024,483.85,488.00,475.00,476.45,479.878478517367406256,138996,4571,66701189.00,83324,59.95,13.00,-7.40
7-March-2024,475.60,485.75,475.20,482.30,482.800732535431539539,123407,2692,59580990.00,34213,27.72,10.55,6.70
6-March-2024,475.45,477.60,464.70,473.15,469.423035434433069423,98266,2132,46128324.00,57228,58.24,12.90,-2.30
5-March-2024,474.00,491.00,473.55,474.15,481.619877193540616577,220021,6892,105966487.00,72311,32.87,17.45,0.15
4-March-2024,475.95,480.00,469.75,474.30,473.647259459030697231,37821,7646,17913813.00,17517,46.32,10.25,-1.65
2-March-2024,476.95,478.00,474.65,475.95,476.110432752738373137,5569,242,2651459.00,2787,50.04,3.35,-1.00
1-March-2024,470.10,477.80,470.10,474.40,473.844105043401823975,45505,1575,21562276.00,19290,42.39,7.70,4.30
29-February-2024,471.05,475.00,467.00,469.55,470.551507835571554827,92782,2727,43658710.00,27101,29.21,8.00,-1.50
28-February-2024,482.55,486.25,474.20,475.75,480.798789546079779917,54525,1640,26215554.00,26666,48.91,12.05,-6.80
27-February-2024,488.20,491.45,481.60,484.30,484.294760616454901202,165592,5189,80195338.00,46918,28.33,9.85,-3.90
26-February-2024,488.75,493.00,485.90,489.20,489.472940301283243444,91409,3406,44742232.00,43801,47.92,7.10,0.45
23-February-2024,494.00,496.55,487.70,488.75,491.889550917840802231,126547,4022,62247147.00,63741,50.37,8.85,-5.25
22-February-2024,493.50,493.95,484.15,492.45,488.396056022856686180,50051,1968,24444711.00,16391,32.75,9.80,-1.05
21-February-2024,499.65,500.00,491.10,492.10,496.416550195888159085,138089,5310,68549665.00,72433,52.45,8.90,-7.55
20-February-2024,497.50,505.40,495.25,498.65,498.747888442229905034,159953,4164,79776221.00,70097,43.82,10.15,1.15
19-February-2024,493.10,499.90,491.60,497.50,496.954855014000284751,252852,7064,125656029.00,141560,55.99,8.30,4.40
16-February-2024,483.65,494.35,481.00,491.10,489.780981647643317557,373576,8914,182970420.00,177360,47.48,13.35,7.45
15-February-2024,487.60,490.45,484.55,487.40,487.596670653824981685,241609,7234,117807744.00,100381,41.55,5.90,-0.20
14-February-2024,478.85,482.65,470.00,481.40,478.479238449997413213,193290,6193,92485252.00,91273,47.22,12.65,2.55
13-February-2024,463.75,480.00,452.40,479.10,470.655735446090251464,174180,4877,81978816.00,55077,31.62,27.60,15.35
12-February-2024,462.50,465.65,455.20,458.20,460.847530192365691506,152522,4881,70289387.00,39635,25.99,10.45,-4.30
9-February-2024,467.30,468.05,453.25,457.30,457.413693899351742101,341685,12584,156291398.00,127039,37.18,14.80,-10.00
8-February-2024,480.95,481.90,463.90,464.85,470.212614919461160298,341326,15122,160495791.00,167079,48.95,18.00,-16.10
7-February-2024,482.50,484.95,477.15,478.00,479.673687192649378216,236497,9573,113441388.00,90906,38.44,7.80,-4.50
6-February-2024,474.80,486.00,468.85,481.95,479.574116622141792872,534907,14206,256527552.00,168000,31.41,17.15,7.15
5-February-2024,507.00,524.75,469.65,474.20,491.789108348680171884,651600,26742,320449783.00,262371,40.27,55.10,-32.80
2-February-2024,535.85,540.65,529.20,533.50,534.588487234550226676,167640,3991,89618414.00,35419,21.13,11.45,-2.35
1-February-2024,536.00,539.05,526.60,529.90,533.304958328566273860,227254,9624,121195685.00,95182,41.88,12.45,-6.10
31-January-2024,536.15,542.80,534.20,537.85,537.134996533904713889,126944,4879,68186065.00,54385,42.84,8.60,1.70
30-January-2024,540.15,547.45,534.55,535.25,540.663592138267035802,138341,6082,74795942.00,67513,48.80,12.90,-4.90
29-January-2024,544.85,544.85,534.45,539.85,538.529040769946463706,131126,5216,70615159.00,64540,49.22,10.40,-5.00
25-January-2024,546.00,548.00,536.10,537.50,539.124675009111894059,41155,1893,22187676.00,19632,47.70,11.90,-8.50
24-January-2024,541.65,547.00,534.65,545.55,541.261975168416105279,102128,4002,55278003.00,43356,42.45,12.35,3.90
23-January-2024,554.15,557.85,533.55,535.25,543.104306893099996548,231768,10904,125874199.00,114435,49.37,24.30,-18.90
20-January-2024,555.10,557.10,551.45,552.70,554.052982083922677982,16968,719,9401171.00,9239,54.45,5.65,-2.40
19-January-2024,549.00,556.85,544.00,553.35,551.550775981022961596,128998,5041,71148947.00,50981,39.52,12.85,4.35
18-January-2024,550.90,552.65,539.20,544.30,544.880671113600488823,235668,10015,128410938.00,107290,45.53,13.45,-6.60
17-January-2024,561.65,562.45,550.00,551.10,554.565725662111204279,203931,10447,113093143.00,102871,50.44,12.45,-10.55
16-January-2024,567.15,569.00,560.50,564.55,565.061589511168662997,24712,1300,13963802.00,12331,49.90,8.50,-2.60
15-January-2024,568.75,571.30,565.00,567.70,568.092459966202623320,37281,1577,21179055.00,14759,39.59,6.30,-1.05
12-January-2024,567.75,568.10,562.65,565.00,565.003271398267181230,39127,1283,22106883.00,18142,46.37,5.45,-2.75
11-January-2024,558.85,566.00,558.85,562.20,563.287944045646972206,108660,3864,61206868.00,59030,54.33,7.15,3.35
10-January-2024,562.85,562.85,552.00,558.70,557.184148980350156280,45751,1717,25491732.00,21755,47.55,10.85,-4.15
9-January-2024,566.00,567.70,553.65,558.10,559.795515637392553214,233255,8395,130575103.00,94864,40.67,14.05,-7.90
8-January-2024,582.85,582.85,560.20,561.00,566.720775664055598091,339580,15609,192447041.00,166018,48.89,22.65,-21.85
5-January-2024,585.10,591.00,576.50,581.25,583.719008011742401076,65404,1987,38177558.00,33156,50.69,14.50,-3.85
4-January-2024,587.65,589.20,583.00,587.25,586.376168977749113189,49616,1546,29093640.00,18860,38.01,6.20,-0.40
3-January-2024,597.85,597.85,585.40,586.80,589.782045331476754080,51708,1819,30496450.00,24166,46.74,12.45,-11.05
2-January-2024,593.85,603.85,589.10,594.35,596.409132219749913817,63818,1812,38061638.00,20777,32.56,14.75,0.50
1-January-2024,587.80,599.80,587.50,592.10,595.598816349978863392,184514,4837,109896320.00,97903,53.06,12.30,4.30
29-December-2023,590.15,594.85,585.20,587.50,588.418637190429550860,50029,1255,29437996.00,25285,50.54,9.65,-2.65
28-December-2023,585.80,591.00,582.00,589.30,585.801524416501593316,46444,1267,27206966.00,20232,43.56,9.00,3.50
27-December-2023,591.15,592.20,581.30,583.15,586.296690713386007099,43665,1719,25600645.00,22903,52.45,10.90,-8.00
26-December-2023,588.00,594.90,585.00,586.00,588.790270946113049929,145564,5326,85706667.00,59349,40.77,9.90,-2.00
22-December-2023,581.65,585.90,577.60,581.70,582.242436186858733173,83721,3409,48745919.00,36307,43.37,8.30,0.05
21-December-2023,572.00,579.90,566.10,577.90,574.967894889448578949,175891,6806,101131678.00,74329,42.26,13.80,5.90
20-December-2023,606.80,606.80,569.05,572.25,586.603390116377129364,94864,3875,55647544.00,48015,50.61,37.75,-34.55
19-December-2023,607.95,612.20,597.55,598.45,602.403672682266931468,173715,5104,104646554.00,68608,39.49,14.65,-9.50
18-December-2023,613.00,614.45,605.10,606.65,610.116680700973927964,125882,4227,76802708.00,73994,58.78,9.35,-6.35
15-December-2023,600.90,613.15,600.90,610.95,610.031200595182739700,64518,2421,39357993.00,28661,44.42,12.25,10.05
14-December-2023,603.00,603.65,596.35,599.00,599.354876016191026905,29399,1406,17620434.00,15309,52.07,7.30,-4.00
13-December-2023,598.20,602.60,592.50,599.30,597.577330657300551931,99650,3672,59548581.00,44001,44.16,10.10,1.10
12-December-2023,606.00,606.60,595.90,597.70,601.217795763179781798,143079,5023,86021641.00,74915,52.36,10.70,-8.30
11-December-2023,584.05,603.45,584.05,602.55,597.389911854198688791,63758,2298,38088386.00,24503,38.43,19.40,18.50
8-December-2023,590.65,595.70,580.25,585.00,589.508336754463674798,138843,5071,81849106.00,71354,51.39,15.45,-5.65
7-December-2023,593.95,593.95,585.60,586.80,588.767197851387645478,27925,1290,16441324.00,9588,34.33,8.35,-7.15
6-December-2023,583.40,596.25,583.00,588.50,591.021515948200938640,184096,5988,108804697.00,82678,44.91,13.25,5.10
5-December-2023,579.90,583.90,577.00,581.45,580.631629116117850953,34620,1127,20101467.00,16221,46.85,6.90,1.55
4-December-2023,579.95,585.00,577.00,578.70,580.098528084271465126,134043,2251,77758147.00,54809,40.89,8.00,-1.25
1-December-2023,571.05,576.00,569.20,574.95,572.731953816164342480,300105,5916,171879723.00,79270,26.41,6.80,3.90
30-November-2023,574.90,574.90,566.55,570.95,570.052275171009585687,43711,1303,24917555.00,21642,49.51,8.35,-3.95
29-November-2023,564.05,572.00,563.30,570.00,566.295050895529511225,146673,2041,83060194.00,23560,16.06,8.70,5.95
28-November-2023,558.05,564.55,556.25,563.30,560.349647766910608029,73105,2955,40964361.00,39388,53.88,8.30,5.25
24-November-2023,569.75,569.75,558.05,558.95,561.840858815875081327,61480,3753,34541976.00,29229,47.54,11.70,-10.80
23-November-2023,570.95,571.75,565.20,566.00,568.477928244811818501,79604,2743,45253117.00,23621,29.67,6.55,-4.95
22-November-2023,564.90,569.55,563.65,565.90,566.854071329992009878,27534,1077,15607760.00,9690,35.19,5.90,1.00
21-November-2023,556.70,564.00,556.70,562.70,560.891776151671378679,24052,954,13490569.00,9630,40.04,7.30,6.00
20-November-2023,564.95,564.95,555.05,556.40,560.318179284718996748,53825,1401,30159126.00,18986,35.27,9.90,-8.55
17-November-2023,562.95,565.65,558.85,561.70,562.382229929613383658,19606,820,11026066.00,8325,42.46,6.80,-1.25
16-November-2023,562.00,563.45,556.10,560.40,559.887933306183072610,83486,3897,46742804.00,40885,48.97,7.35,-1.60
15-November-2023,556.00,564.50,556.00,561.85,562.314409232198363642,27989,1138,15738618.00,11149,39.83,8.50,5.85
13-November-2023,555.00,556.50,550.10,552.60,552.198906236217694275,45348,2772,25041116.00,20062,44.24,6.40,-2.40
12-November-2023,555.00,557.35,550.50,555.85,555.641664001574454476,40649,2795,22586278.00,26299,64.70,6.85,0.85
10-November-2023,551.95,551.95,545.00,547.35,547.245234068721654239,52036,2888,28476453.00,23771,45.68,6.95,-4.60
9-November-2023,559.40,559.40,548.75,550.55,551.418583797155225726,32340,1431,17832877.00,20225,62.54,10.65,-8.85
8-November-2023,553.05,557.80,553.05,555.60,555.276995876633750741,65723,2312,36494470.00,41251,62.76,4.75,2.55
7-November-2023,554.00,555.95,550.65,552.05,552.879925281653143424,51393,2838,28414158.00,25576,49.77,5.30,-1.95
6-November-2023,554.90,555.30,548.50,554.70,552.979972690031861629,81289,3250,44951189.00,45130,55.52,6.80,-0.20
3-November-2023,545.25,551.85,543.45,550.80,548.546616177623567484,59947,1473,32883724.00,18175,30.32,8.40,5.55
2-November-2023,536.15,542.45,535.25,540.50,539.292357629515361871,31116,1273,16780621.00,15709,50.49,7.20,4.35
1-November-2023,530.60,540.60,529.50,532.00,534.988459602315630505,79460,2283,42510183.00,33976,42.76,11.10,1.40
31-October-2023,536.85,543.85,528.35,540.40,538.027476723353012012,136188,3893,73272886.00,41944,30.80,15.50,3.55
30-October-2023,561.40,562.55,532.10,538.40,547.478841010320330207,367527,14549,201213256.00,125160,34.05,30.45,-23.00
27-October-2023,565.00,567.00,556.40,558.75,560.550785000886833880,163503,7807,91651735.00,80665,49.34,10.60,-6.25
26-October-2023,579.15,580.10,560.00,561.20,566.140925786032457214,76778,3508,43467168.00,42518,55.38,20.10,-17.95
25-October-2023,585.05,592.80,578.00,580.10,584.242887382904443707,126606,6462,73968655.00,59424,46.94,14.80,-4.95
23-October-2023,602.65,608.05,585.75,587.25,595.329809216201576825,49847,2125,29675405.00,22078,44.29,22.30,-15.40
20-October-2023,614.95,614.95,602.00,603.25,608.145979252968394816,86663,3852,52703755.00,49051,56.60,12.95,-11.70
19-October-2023,612.70,617.30,607.90,613.75,614.231091634553081199,586460,2758,360221966.00,561657,95.77,9.40,1.05
18-October-2023,625.00,628.00,618.30,620.30,623.528417312568947979,69799,3087,43521660.00,40976,58.71,9.70,-4.70
17-October-2023,633.65,635.00,624.00,624.90,629.071715743776380826,199482,1293,125488484.00,176770,88.61,11.00,-8.75
16-October-2023,623.00,632.90,621.55,630.70,627.128533256455225175,374619,5695,234934264.00,332421,88.74,11.35,7.70
13-October-2023,619.95,625.00,616.50,623.25,623.404875355809547124,800639,3225,499122256.00,761315,95.09,8.50,3.30
12-October-2023,627.55,630.40,620.00,620.70,625.346472211273157272,20296,979,12692032.00,8905,43.88,10.40,-6.85
11-October-2023,623.05,629.50,623.05,627.55,626.892811894313786362,119183,4599,74714966.00,79025,66.31,6.45,4.50
10-October-2023,607.10,625.40,607.10,621.95,621.017125665355241842,47531,1879,29517565.00,21230,44.67,18.30,14.85
9-October-2023,608.65,610.85,599.05,608.70,606.938621640265174923,807467,1523,490082908.00,781244,96.75,11.80,0.05
6-October-2023,602.10,612.95,602.10,612.10,608.850642001326932833,25623,998,15600580.00,9208,35.94,10.85,10.00
5-October-2023,607.85,608.90,601.80,604.25,604.533230135914402844,58787,2873,35538695.00,27675,47.08,7.10,-3.60
4-October-2023,605.00,606.70,597.90,603.10,602.332316901010785476,106254,5111,64000218.00,48983,46.10,8.80,-1.90
3-October-2023,616.25,616.25,606.25,607.05,609.666287733692495891,80929,5046,49339683.00,43714,54.02,10.00,-9.20
29-September-2023,614.95,621.50,609.40,616.25,617.463385602221909949,120977,3856,74698868.00,44332,36.64,12.10,1.30
28-September-2023,616.85,618.75,602.70,605.00,610.620229449044733311,43234,1970,26399555.00,23707,54.83,16.05,-11.85
27-September-2023,618.00,618.10,609.20,614.85,614.385427360551738661,37989,1237,23339888.00,14274,37.57,8.90,-3.15
26-September-2023,619.90,622.70,616.05,617.50,619.769512571340428813,25932,823,16071863.00,9540,36.79,6.65,-2.40
25-September-2023,615.00,624.75,613.70,616.70,619.585777270832876351,91178,3611,56492592.00,45306,49.69,11.05,1.70
22-September-2023,627.10,629.35,612.55,615.00,620.096899911426040744,45160,1960,28003576.00,20759,45.97,16.80,-12.10
21-September-2023,623.45,635.00,622.20,625.00,627.242260183219592813,70189,2724,44025507.00,24785,35.31,12.80,1.55
20-September-2023,627.95,628.20,620.90,622.05,623.544227271562876245,39037,1459,24341296.00,12705,32.55,7.30,-5.90
18-September-2023,630.05,639.00,625.75,629.35,633.758858820884617546,142344,4732,90211771.00,84167,59.13,13.25,-0.70
15-September-2023,635.00,635.35,627.50,634.65,632.482315002229922124,87447,2435,55308681.00,31863,36.44,7.85,-0.35
14-September-2023,610.30,633.30,609.85,631.70,627.115012104652701556,642315,14867,402805379.00,338833,52.75,23.45,21.40
13-September-2023,604.25,610.95,603.85,608.30,607.743422254704915037,43784,1284,26609438.00,13216,30.18,7.10,4.05
12-September-2023,622.00,622.05,602.55,604.20,609.648787357221092160,255640,8706,155850616.00,125296,49.01,19.50,-17.80
11-September-2023,608.05,619.30,608.05,617.95,615.617934586945082943,108327,2824,66688044.00,59672,55.08,11.25,9.90
8-September-2023,614.95,614.95,605.70,606.65,609.469396325459317585,57150,2177,34831176.00,28529,49.92,9.25,-8.30
7-September-2023,609.00,615.85,606.00,612.05,613.046663157354149548,155776,5583,95497957.00,86774,55.70,9.85,3.05
6-September-2023,608.20,610.70,603.90,609.55,607.402246335427374833,52530,1941,31906840.00,23024,43.83,6.80,1.35
5-September-2023,608.10,612.05,603.80,607.90,608.096619382753238217,146068,6523,88823457.00,70103,47.99,8.25,-0.20
4-September-2023,605.00,608.80,599.10,607.50,604.676988047724744425,189671,5886,114689689.00,110975,58.51,9.70,2.50
1-September-2023,591.05,604.85,591.05,603.05,599.679188161279823079,224281,6647,134496648.00,76175,33.96,13.80,12.00
31-August-2023,601.00,602.10,590.55,591.60,594.662181455477107821,51131,2028,30405672.00,28777,56.28,11.55,-9.40
30-August-2023,601.95,607.45,598.60,599.75,602.769905846507329986,200205,6744,120677549.00,93525,46.71,8.85,-2.20
29-August-2023,589.50,600.80,589.50,598.15,596.263227034595598068,127126,4048,75800559.00,38774,30.50,11.30,8.65
28-August-2023,584.10,587.65,582.30,585.05,585.385677509946173648,25638,1138,15008118.00,9776,38.13,5.35,0.95
25-August-2023,582.45,588.90,580.00,583.10,583.866745297659693339,80545,4441,47027547.00,38798,48.17,8.90,0.65
24-August-2023,588.95,594.00,585.25,586.40,589.453633296624538955,57207,2225,33720874.00,22875,39.99,8.75,-2.55
23-August-2023,582.30,588.00,582.30,585.60,586.053302633472442077,34745,1382,20362422.00,16684,48.02,5.70,3.30
22-August-2023,586.60,589.50,583.00,583.75,584.854582052607240975,36763,1918,21501009.00,17474,47.53,6.50,-2.85
21-August-2023,582.00,590.30,579.65,585.55,585.678509310823533166,125338,6528,73407773.00,55592,44.35,10.65,3.55
18-August-2023,586.75,587.55,577.00,578.55,580.953845043484536826,55422,3279,32197624.00,28660,51.71,10.55,-8.20
17-August-2023,588.05,591.35,583.35,584.90,585.669893033327363605,122842,6700,71944861.00,69797,56.82,8.00,-3.15
16-August-2023,589.10,592.95,583.05,589.85,588.741104464193091047,115676,5851,68103216.00,48109,41.59,9.90,0.75
14-August-2023,599.70,599.80,586.15,590.35,590.227779407450865356,211358,11641,124749363.00,142397,67.37,13.65,-9.35
11-August-2023,614.75,614.75,598.15,599.75,602.957053515156971791,144389,8344,87060366.00,93453,64.72,16.60,-15.00
10-August-2023,618.95,618.95,606.20,609.70,613.173993932108306142,139752,5392,85692292.00,58733,42.03,12.75,-9.25
9-August-2023,604.95,616.95,603.00,615.40,611.243852774707793295,149295,6072,91255651.00,61503,41.20,13.95,10.45
8-August-2023,609.00,609.00,602.00,604.40,604.764297359673082216,94458,4443,57124826.00,52296,55.36,7.00,-4.60
7-August-2023,606.85,609.50,604.05,606.85,606.721219029335892974,116683,4820,70794052.00,48584,41.64,5.45,0.00
4-August-2023,601.30,607.25,600.40,603.50,604.021785163727532991,118062,6068,71312020.00,60623,51.35,6.85,2.20
3-August-2023,610.15,613.15,590.10,600.60,601.099285265707706570,167195,6610,100500795.00,76526,45.77,23.05,-9.55
2-August-2023,629.85,629.85,614.15,619.10,620.934693199745371011,180655,9580,112174957.00,90397,50.04,15.70,-10.75
1-August-2023,622.85,628.00,610.95,625.85,620.430259359545281625,134061,4907,83175501.00,47559,35.48,17.05,3.00
31-July-2023,629.85,631.00,621.00,624.35,626.573807641204137694,122677,5368,76866195.00,47526,38.74,10.00,-5.50
28-July-2023,627.05,630.20,622.50,625.05,627.024976970654033425,75990,2800,47647628.00,33946,44.67,7.70,-2.00
27-July-2023,636.75,637.00,625.60,626.65,630.536168879489288371,51066,2075,32198960.00,30872,60.46,11.40,-10.10
26-July-2023,626.95,635.80,626.95,631.85,633.292867298103686497,99878,3622,63252025.00,51050,51.11,8.85,4.90
25-July-2023,632.35,634.00,624.00,626.80,626.852905335116659236,134580,8392,84361864.00,83104,61.75,10.00,-5.55
24-July-2023,635.05,636.20,631.00,632.50,633.954475229168812442,29127,1744,18465192.00,19364,66.48,5.20,-2.55
21-July-2023,637.40,640.05,633.80,634.55,636.326215753739719222,108698,2017,69167387.00,78767,72.46,6.25,-2.85
20-July-2023,641.00,642.40,637.00,639.05,639.721940029493691627,61030,1200,39042230.00,44822,73.44,5.40,-1.95
19-July-2023,640.10,645.55,638.20,638.95,640.324036741023499940,83830,2489,53678364.00,52295,62.38,7.35,-1.15
18-July-2023,646.00,646.55,638.40,639.80,640.196179564255142440,211913,6670,135665893.00,152026,71.74,8.15,-6.20
17-July-2023,642.00,647.00,637.40,643.80,642.510984050556725850,132920,5520,85402560.00,64440,48.48,9.60,1.80
14-July-2023,634.95,640.00,631.40,639.55,636.237444770112428365,91436,4736,58175007.00,46467,50.82,8.60,4.60
13-July-2023,643.90,646.45,630.10,631.15,637.884193352479181463,194298,12329,123939623.00,112650,57.98,16.35,-12.75
12-July-2023,646.75,650.95,643.00,643.90,646.177559332945414928,80773,5750,52193700.00,39982,49.50,7.95,-2.85
11-July-2023,659.90,659.90,639.60,644.40,646.382467136853192346,193682,10645,125192649.00,106077,54.77,20.30,-15.50
10-July-2023,664.15,666.00,659.30,660.20,661.905812360462756241,78832,4738,52179359.00,46954,59.56,6.70,-3.95
7-July-2023,671.25,675.85,662.00,663.05,666.683431248015242934,125960,7515,83975445.00,67114,53.28,13.85,-8.20
6-July-2023,672.05,674.15,669.40,672.95,671.699424800463726757,67281,4672,45192609.00,42151,62.65,4.75,0.90
5-July-2023,677.10,678.75,669.00,669.80,672.774335791718500088,90032,5679,60571219.00,55088,61.19,9.75,-7.30
4-July-2023,684.60,688.40,676.05,677.05,683.331806615776081424,78600,3993,53709880.00,34449,43.83,12.35,-7.55
3-July-2023,688.25,688.30,677.90,680.50,681.990862972616945542,35679,1880,24332752.00,14787,41.44,10.40,-7.75
30-June-2023,682.00,688.00,681.80,687.25,685.531454621592812547,105072,5146,72030161.00,67272,64.02,6.20,5.25
28-June-2023,674.10,682.65,674.00,680.50,678.499366209935413774,33134,2398,22481398.00,12966,39.13,8.65,6.40
27-June-2023,679.00,680.00,672.20,674.05,674.429111182785789982,21703,1420,14637135.00,11335,52.23,7.80,-4.95
26-June-2023,669.15,680.75,667.95,679.05,677.442192961455590136,104425,3942,70741901.00,34686,33.22,12.80,9.90
23-June-2023,675.00,675.00,665.80,667.05,668.373832144124255923,25367,2573,16954639.00,10993,43.34,9.20,-7.95
22-June-2023,686.05,686.05,671.15,674.25,678.487875696460802008,25486,1477,17291942.00,13809,54.18,14.90,-11.80
21-June-2023,684.95,686.65,682.00,686.05,685.282322831171123466,11331,708,7764934.00,6811,60.11,4.65,1.10
20-June-2023,686.00,686.00,678.70,683.25,681.770882609236897796,32132,2258,21906662.00,16719,52.03,7.30,-2.75
19-June-2023,691.05,695.85,681.45,685.75,686.398378437602717212,18254,1122,12529516.00,8012,43.89,14.40,-5.30
16-June-2023,678.05,695.75,678.05,690.10,690.231843418765072065,53493,1954,36922572.00,24318,45.46,17.70,12.05
15-June-2023,681.35,687.85,676.70,680.75,680.657035116864037990,234161,6398,159383332.00,195909,83.66,11.15,-0.60
14-June-2023,682.25,689.00,678.55,683.00,683.148036896581934692,159798,6323,109165690.00,105562,66.06,10.45,0.75
13-June-2023,677.00,683.95,677.00,682.25,681.318012623401844958,43253,2412,29469048.00,22755,52.61,6.95,5.25
12-June-2023,681.05,682.20,674.55,679.10,678.766296490997502957,30436,2474,20658931.00,15792,51.89,7.65,-1.95
9-June-2023,686.15,692.00,677.30,679.60,685.790246016676298192,48452,2916,33227909.00,29504,60.89,14.70,-6.55
8-June-2023,690.15,698.85,689.10,690.05,693.637349397590361445,16600,915,11514380.00,4490,27.05,9.75,-0.10
7-June-2023,693.70,697.50,693.05,693.75,695.396184163382300250,11164,716,7763403.00,5891,52.77,4.45,0.05
6-June-2023,692.00,696.95,690.45,693.70,694.039465850131836352,82299,3111,57118754.00,57078,69.35,6.50,1.70
5-June-2023,686.00,691.75,685.20,690.10,689.050456457216806628,71091,1284,48985286.00,54843,77.14,6.55,4.10
2-June-2023,678.05,684.40,678.05,683.15,682.326112609575185434,47456,2174,32380468.00,32268,68.00,6.35,5.10
1-June-2023,686.00,686.00,676.60,678.10,679.414077250472015104,62498,5294,42462021.00,37746,60.40,9.40,-7.90
31-May-2023,689.00,691.35,681.90,686.30,687.617310282891782667,17816,1023,12250590.00,8166,45.84,9.45,-2.70
30-May-2023,689.90,693.50,684.45,688.85,687.872749678525503643,18664,756,12838457.00,9837,52.71,9.05,-1.05
29-May-2023,685.35,691.35,685.35,689.90,689.435117297580851764,81971,3006,56513686.00,48149,58.74,6.00,4.55
26-May-2023,676.00,688.90,676.00,688.20,685.189287784255565783,29331,1230,20097287.00,11451,39.04,12.90,12.20
